epoch, epoch_loss,  precision,  recall,  f1
84,  299.3658561706543,  92.53844693373837,  82.02625378660385,  86.96583102863771
85,  334.1321449279785,  92.42854438765853,  82.17771794008752,  87.00222717149222
86,  249.17486572265625,  92.11610486891387,  82.78357455402221,  87.2008509129587
87,  250.23443603515625,  91.86718895728409,  82.88455065634467,  87.14500575068566
88,  268.91487884521484,  92.04268863508706,  82.73308650286098,  87.13994505007533
89,  265.28940200805664,  91.32436912875299,  83.43991921911814,  87.20429161903087
90,  283.6287269592285,  91.98879551820728,  82.90138000673174,  87.20899353810746
91,  279.7186050415039,  92.73902299942976,  82.11040053853921,  87.10166919575114
92,  269.7764129638672,  92.46497538811056,  82.19454729047459,  87.02779757662152
93,  262.74896240234375,  91.93940527398541,  82.73308650286098,  87.09363096819912
94,  243.13261032104492,  92.20535881581414,  82.81723325479636,  87.25950882170406
95,  251.81740951538086,  92.02257761053622,  82.3123527431841,  86.8970418406325
96,  218.75528717041016,  92.01948295241664,  82.66576910131269,  87.09219858156028
97,  261.2450256347656,  91.8918918918919,  82.39649949511949,  86.88553682342503
98,  223.15837478637695,  91.67599850690557,  82.66576910131269,  86.93805309734513
99,  196.38665008544922,  91.9527293190771,  82.49747559744193,  86.96886365652443
100,  217.7840461730957,  92.0640904806786,  82.19454729047459,  86.84982662043211
